low,median,high,generation
-4,4,12,0
0,4,12,1
-4,4,12,2
-4,4,12,3
0,9,12,4
-4,11,12,5
0,11,12,6
0,11,12,7
0,11,12,8
0,11,12,9
0,11,12,10
0,11,12,11
0,11,12,12
0,11,12,13
0,11,12,14
0,11,12,15
0,11,12,16
0,11,12,17
0,11,12,18
0,11,12,19
0,11,12,20
0,11,12,21
0,11,12,22
0,11,12,23
0,11,12,24
0,11,12,25
0,11,12,26
0,11,12,27
0,11,12,28
0,11,12,29
0,11,12,30
0,11,12,31
0,11,12,32
0,11,12,33
0,11,12,34
0,11,12,35
0,11,12,36
0,11,12,37
0,11,12,38
0,11,12,39
0,11,12,40
0,11,12,41
0,11,12,42
0,11,12,43
0,11,12,44
0,11,12,45
0,11,12,46
0,11,12,47
0,11,12,48
0,11,12,49
0,11,12,50
0,11,12,51
0,12,12,52
0,12,12,53
0,12,12,54
0,12,12,55
0,12,12,56
0,12,12,57
0,12,12,58
0,12,12,59
0,12,12,60
0,12,12,61
0,12,12,62
0,12,12,63
0,12,12,64
0,12,12,65
0,12,12,66
0,12,12,67
0,12,12,68
0,12,12,69
0,12,12,70
0,12,12,71
0,12,12,72
0,12,12,73
0,12,12,74
0,12,12,75
0,12,12,76
0,12,12,77
0,12,12,78
0,12,12,79
0,12,12,80
0,12,12,81
0,12,12,82
0,12,12,83
0,12,12,84
0,12,12,85
0,12,12,86
0,12,12,87
0,12,12,88
0,12,12,89
0,12,12,90
0,12,12,91
0,12,12,92
0,12,12,93
0,12,12,94
0,12,12,95
0,12,12,96
0,12,12,97
0,12,12,98
0,12,12,99
0,12,12,100
0,12,12,101
0,12,12,102
0,12,12,103
0,12,12,104
0,12,12,105
0,12,12,106
0,12,12,107
0,12,12,108
0,12,12,109
0,12,12,110
0,12,12,111
0,12,12,112
0,12,12,113
0,12,12,114
0,12,12,115
0,12,12,116
0,12,12,117
0,12,12,118
0,12,12,119
0,12,12,120
0,12,12,121
0,12,12,122
0,12,12,123
0,12,12,124
0,12,12,125
0,12,12,126
0,12,12,127
0,12,12,128
0,12,12,129
0,12,12,130
0,12,12,131
0,12,12,132
0,12,12,133
0,12,12,134
0,12,12,135
0,12,12,136
0,12,12,137
0,12,12,138
0,12,12,139
0,12,12,140
0,12,12,141
0,12,12,142
0,12,12,143
0,12,12,144
0,12,12,145
0,12,12,146
0,12,12,147
0,12,12,148
0,12,12,149
0,12,12,150
0,12,12,151
0,12,12,152
0,12,12,153
0,12,12,154
0,12,12,155
0,12,12,156
0,12,12,157
0,12,12,158
0,12,12,159
0,12,12,160
0,12,12,161
0,12,12,162
0,12,12,163
0,12,12,164
0,12,12,165
0,12,12,166
-4,12,12,167
0,12,12,168
0,12,12,169
0,12,12,170
0,12,12,171
0,12,12,172
0,12,12,173
0,12,12,174
0,12,12,175
0,12,12,176
0,12,12,177
0,12,12,178
0,12,12,179
0,12,12,180
0,12,12,181
0,12,12,182
0,12,12,183
0,12,12,184
0,12,12,185
0,12,12,186
0,12,12,187
0,12,12,188
0,12,12,189
0,12,12,190
-4,12,12,191
0,12,12,192
0,12,12,193
-4,12,12,194
0,12,12,195
0,12,12,196
0,12,12,197
0,12,12,198
0,12,12,199
0,12,12,200
0,12,12,201
0,12,12,202
0,12,12,203
0,12,12,204
0,12,12,205
0,12,12,206
0,12,12,207
0,12,12,208
0,12,12,209
0,12,12,210
0,12,12,211
0,12,12,212
0,12,12,213
0,12,12,214
0,12,12,215
-4,12,12,216
0,12,12,217
0,12,12,218
0,12,12,219
0,12,12,220
0,12,12,221
0,12,12,222
0,12,12,223
0,12,12,224
0,12,12,225
0,12,12,226
0,12,12,227
0,12,12,228
0,12,12,229
0,12,12,230
0,12,12,231
0,12,12,232
0,12,12,233
0,12,12,234
0,12,12,235
0,12,12,236
0,12,12,237
0,12,12,238
0,12,12,239
0,12,12,240
0,12,12,241
0,12,12,242
0,12,12,243
0,12,12,244
0,12,12,245
0,12,12,246
0,12,12,247
0,12,12,248
0,12,12,249
0,12,12,250
0,12,12,251
0,12,12,252
0,12,12,253
0,12,12,254
0,12,12,255
0,12,12,256
0,12,12,257
0,12,12,258
0,11,12,0
0,11,12,1
0,11,12,2
0,11,12,3
0,11,12,4
0,11,12,5
0,11,12,6
0,11,12,7
0,11,12,8
0,11,12,9
0,11,12,10
0,11,12,11
0,11,12,12
0,11,12,13
0,11,12,14
0,11,12,15
0,11,12,16
0,11,12,17
0,11,12,18
0,11,12,19
0,11,12,20
0,11,12,21
0,11,12,22
0,11,12,23
0,11,12,24
0,11,12,25
0,11,12,26
0,11,12,27
0,11,12,28
0,11,12,29
0,11,12,30
0,11,12,31
0,11,12,32
0,11,12,33
0,11,12,34
0,11,12,35
0,11,12,36
0,11,12,37
0,11,12,38
0,11,12,39
0,11,12,40
0,11,12,41
0,11,12,42
0,11,12,43
0,11,12,44
0,11,12,45
0,11,12,46
0,11,12,47
0,11,12,48
0,11,12,49
0,11,12,50
0,11,12,51
0,12,12,52
0,12,12,53
0,12,12,54
0,12,12,55
-4,12,12,56
0,12,12,57
0,12,12,58
0,12,12,59
0,12,12,60
0,12,12,61
0,12,12,62
0,12,12,63
0,12,12,64
0,12,12,65
0,12,12,66
0,12,12,67
0,12,12,68
0,12,12,69
0,12,12,70
0,12,12,71
0,12,12,72
0,12,12,73
0,12,12,74
0,12,12,75
0,12,12,76
0,12,12,77
0,12,12,78
0,12,12,79
0,12,12,80
0,12,12,81
0,12,12,82
0,12,12,83
0,12,12,84
0,12,12,85
0,12,12,86
0,12,12,87
0,12,12,88
0,12,12,89
0,12,12,90
0,12,12,91
0,12,12,92
0,12,12,93
0,12,12,94
0,12,12,95
0,12,12,96
0,12,12,97
0,12,12,98
0,12,12,99
0,12,12,100
0,12,12,101
0,12,12,102
0,12,12,103
0,12,12,104
0,12,12,105
0,12,12,106
0,12,12,107
0,12,12,108
0,12,12,109
0,12,12,110
0,12,12,111
0,12,12,112
0,12,12,113
0,12,12,114
0,12,12,115
0,12,12,116
0,12,12,117
0,12,12,118
0,12,12,119
0,12,12,120
0,12,12,121
0,12,12,122
0,12,12,123
0,12,12,124
0,12,12,125
0,12,12,126
0,12,12,127
0,12,12,128
0,12,12,129
0,12,12,130
0,12,12,131
0,12,12,132
0,12,12,133
0,12,12,134
0,12,12,135
0,12,12,136
0,12,12,137
0,12,12,138
0,12,12,139
0,12,12,140
0,12,12,141
0,12,12,142
-4,12,12,143
0,12,12,144
0,12,12,145
0,12,12,146
0,12,12,147
0,12,12,148
0,12,12,149
0,12,12,150
0,12,12,151
0,12,12,152
0,12,12,153
0,12,12,154
0,12,12,155
0,12,12,156
0,12,12,157
0,12,12,158
0,12,12,159
0,12,12,160
0,12,12,161
0,12,12,162
0,12,12,163
0,12,12,164
0,12,12,165
0,12,12,166
0,12,12,167
0,12,12,168
0,12,12,169
0,12,12,170
0,12,12,171
0,12,12,172
0,12,12,173
0,12,12,174
0,12,12,175
0,12,12,176
0,12,12,177
0,12,12,178
0,12,12,179
0,12,12,180
0,12,12,181
0,12,12,182
0,12,12,183
0,12,12,184
0,12,12,185
0,12,12,186
0,12,12,187
0,12,12,188
0,12,12,189
0,12,12,190
0,12,12,191
0,12,12,192
0,12,12,193
0,12,12,194
0,12,12,195
0,12,12,196
0,12,12,197
0,12,12,198
0,12,12,199
0,12,12,200
0,12,12,201
0,12,12,202
0,12,12,203
0,12,12,204
0,12,12,205
0,12,12,206
0,12,12,207
0,12,12,208
0,12,12,209
0,12,12,210
0,12,12,211
0,12,12,212
0,12,12,213
0,12,12,214
0,12,12,215
0,12,12,216
0,12,12,217
0,12,12,218
0,12,12,219
0,12,12,220
0,12,12,221
0,12,12,222
0,12,12,223
0,12,12,224
0,12,12,225
0,12,12,226
0,12,12,227
0,12,12,228
0,12,12,229
0,12,12,230
0,12,12,231
0,12,12,232
0,12,12,233
0,12,12,234
0,12,12,235
0,12,12,236
0,12,12,237
0,12,12,238
0,12,12,239
0,12,12,240
0,12,12,241
0,12,12,242
0,12,12,243
0,12,12,244
0,12,12,245
0,12,12,246
0,12,12,247
0,12,12,248
0,12,12,249
0,0,0,0
0,0,0,1
0,0,0,2
0,0,0,3
0,0,0,4
0,0,0,5
0,0,0,6
0,0,0,7
0,0,0,8
0,0,0,9
0,0,0,10
0,0,0,11
0,0,0,12
0,0,0,13
0,0,10,14
0,10,12,15
0,10,12,16
0,10,12,17
0,10,12,18
0,10,12,19
0,10,12,20
0,10,12,21
0,10,12,22
0,10,12,23
0,10,12,24
0,10,12,25
0,10,12,26
0,10,12,27
0,10,12,28
0,10,12,29
0,10,12,30
0,11,12,31
0,11,12,32
0,11,12,33
0,11,12,34
0,11,12,35
0,11,12,36
0,11,12,37
0,11,12,38
0,11,12,39
0,11,12,40
0,11,12,41
0,11,12,42
0,11,12,43
0,11,12,44
0,11,12,45
0,11,12,46
0,11,12,47
0,11,12,48
0,11,12,49
0,11,12,50
0,11,12,51
0,11,12,52
0,11,12,53
0,11,12,54
0,11,12,55
0,11,12,56
0,11,12,57
0,11,12,58
0,12,12,59
0,12,12,60
0,12,12,61
0,12,12,62
0,12,12,63
0,12,12,64
0,12,12,65
0,12,12,66
0,12,12,67
0,12,12,68
0,12,12,69
-4,12,12,70
0,12,12,71
0,12,12,72
0,12,12,73
0,12,12,74
0,12,12,75
0,12,12,76
0,12,12,77
0,12,12,78
0,12,12,79
-4,12,12,80
0,12,12,81
0,12,12,82
0,12,12,83
0,12,12,84
0,12,12,85
0,12,12,86
0,12,12,87
0,12,12,88
0,12,12,89
0,12,12,90
0,12,12,91
0,12,12,92
0,12,12,93
0,12,12,94
0,12,12,95
0,12,12,96
0,12,12,97
0,12,12,98
0,12,12,99
0,12,12,100
0,12,12,101
0,12,12,102
0,12,12,103
0,12,12,104
0,12,12,105
0,12,12,106
0,12,12,107
0,12,12,108
0,12,12,109
0,12,12,110
0,12,12,111
0,12,12,112
0,12,12,113
0,12,12,114
0,12,12,115
0,12,12,116
0,12,12,117
0,12,12,118
0,12,12,119
0,12,12,120
0,12,12,121
0,12,12,122
0,12,12,123
0,12,12,124
0,12,12,125
0,12,12,126
0,12,12,127
0,12,12,128
0,12,12,129
0,12,12,130
0,12,12,131
0,12,12,132
0,12,12,133
0,12,12,134
0,12,12,135
0,12,12,136
0,12,12,137
0,12,12,138
0,12,12,139
0,12,12,140
0,12,12,141
0,12,12,142
0,12,12,143
0,12,12,144
0,12,12,145
0,12,12,146
0,12,12,147
0,12,12,148
0,12,12,149
0,12,12,150
0,12,12,151
-4,12,12,152
0,12,12,153
0,12,12,154
0,12,12,155
0,12,12,156
0,12,12,157
0,12,12,158
0,12,12,159
0,12,12,160
0,12,12,161
0,12,12,162
0,12,12,163
0,12,12,164
0,12,12,165
0,12,12,166
0,12,12,167
0,12,12,168
0,12,12,169
0,12,12,170
0,12,12,171
0,12,12,172
0,12,12,173
0,12,12,174
0,12,12,175
0,12,12,176
0,12,12,177
0,12,12,178
0,12,12,179
0,12,12,180
0,12,12,181
0,12,12,182
0,12,12,183
0,12,12,184
0,12,12,185
0,12,12,186
0,12,12,187
0,12,12,188
0,12,12,189
0,12,12,190
0,12,12,191
0,12,12,192
0,12,12,193
0,12,12,194
0,12,12,195
0,12,12,196
0,12,12,197
0,12,12,198
0,12,12,199
0,12,12,200
0,12,12,201
0,12,12,202
0,12,12,203
0,12,12,204
0,12,12,205
0,12,12,206
0,12,12,207
0,12,12,208
0,12,12,209
0,12,12,210
0,12,12,211
0,12,12,212
0,12,12,213
0,12,12,214
0,12,12,215
0,12,12,216
0,12,12,217
0,12,12,218
0,12,12,219
0,12,12,220
0,12,12,221
0,12,12,222
0,12,12,223
0,12,12,224
0,12,12,225
0,12,12,226
0,12,12,227
0,12,12,228
0,12,12,229
0,12,12,230
0,12,12,231
0,12,12,232
0,12,12,233
0,12,12,234
0,12,12,235
0,12,12,236
-4,12,12,237
0,12,12,238
0,12,12,239
0,12,12,240
0,12,12,241
0,12,12,242
0,12,12,243
0,12,12,244
0,12,12,245
0,12,12,246
0,12,12,247
0,12,12,248
0,12,12,249
0,12,12,250
0,0,0,0
0,0,0,1
0,0,0,2
0,0,12,3
0,12,12,4
0,12,12,5
0,12,12,6
0,12,12,7
0,12,12,8
0,12,12,9
0,12,12,10
0,12,12,11
0,12,12,12
0,12,12,13
0,12,12,14
0,12,12,15
0,12,12,16
0,12,12,17
0,12,12,18
0,12,12,19
0,12,12,20
0,12,12,21
0,12,12,22
0,12,12,23
0,12,12,24
0,12,12,25
0,12,12,26
0,12,12,27
0,12,12,28
0,12,12,29
0,12,12,30
0,12,12,31
0,12,12,32
0,12,12,33
0,12,12,34
0,12,12,35
0,12,12,36
0,12,12,37
0,12,12,38
0,12,12,39
0,12,12,40
0,12,12,41
0,12,12,42
0,12,12,43
0,12,12,44
0,12,12,45
0,12,12,46
0,12,12,47
0,12,12,48
0,12,12,49
0,12,12,50
0,12,12,51
0,12,12,52
0,12,12,53
0,12,12,54
0,12,12,55
0,12,12,56
0,12,12,57
0,12,12,58
0,12,12,59
0,12,12,60
0,12,12,61
0,12,12,62
0,12,12,63
0,12,12,64
0,12,12,65
0,12,12,66
0,12,12,67
0,12,12,68
0,12,12,69
0,12,12,70
0,12,12,71
0,12,12,72
0,12,12,73
0,12,12,74
0,12,12,75
0,12,12,76
0,12,12,77
0,12,12,78
0,12,12,79
0,12,12,80
0,12,12,81
0,12,12,82
0,12,12,83
0,12,12,84
0,12,12,85
0,12,12,86
0,12,12,87
0,12,12,88
0,12,12,89
0,12,12,90
0,12,12,91
0,12,12,92
0,12,12,93
0,12,12,94
0,12,12,95
0,12,12,96
0,12,12,97
0,12,12,98
0,12,12,99
0,12,12,100
0,12,12,101
0,12,12,102
0,12,12,103
0,12,12,104
0,12,12,105
0,12,12,106
0,12,12,107
0,12,12,108
0,12,12,109
0,12,12,110
0,12,12,111
0,12,12,112
0,12,12,113
0,12,12,114
0,12,12,115
0,12,12,116
0,12,12,117
0,12,12,118
0,12,12,119
0,12,12,120
0,12,12,121
0,12,12,122
0,12,12,123
0,12,12,124
0,12,12,125
0,12,12,126
0,12,12,127
0,12,12,128
0,12,12,129
0,12,12,130
0,12,12,131
0,12,12,132
0,12,12,133
0,12,12,134
0,12,12,135
0,12,12,136
0,12,12,137
0,12,12,138
0,12,12,139
0,12,12,140
0,12,12,141
0,12,12,142
0,12,12,143
0,12,12,144
0,12,12,145
0,12,12,146
0,12,12,147
0,12,12,148
0,12,12,149
0,12,12,150
0,12,12,151
0,12,12,152
0,12,12,153
0,12,12,154
0,12,12,155
0,12,12,156
0,12,12,157
0,12,12,158
0,12,12,159
0,12,12,160
0,12,12,161
0,12,12,162
0,12,12,163
0,12,12,164
0,12,12,165
0,12,12,166
0,12,12,167
0,12,12,168
0,12,12,169
0,12,12,170
0,12,12,171
0,12,12,172
0,12,12,173
0,12,12,174
0,12,12,175
0,12,12,176
0,12,12,177
0,12,12,178
0,12,12,179
0,12,12,180
0,12,12,181
0,12,12,182
0,12,12,183
0,12,12,184
0,12,12,185
0,12,12,186
0,12,12,187
0,12,12,188
0,12,12,189
0,12,12,190
0,12,12,191
0,12,12,192
0,12,12,193
0,12,12,194
0,12,12,195
0,12,12,196
0,12,12,197
0,12,12,198
0,12,12,199
0,12,12,200
0,12,12,201
0,12,12,202
0,12,12,203
0,12,12,204
0,12,12,205
0,12,12,206
0,12,12,207
0,12,12,208
0,12,12,209
0,12,12,210
0,12,12,211
0,12,12,212
0,12,12,213
0,12,12,214
0,12,12,215
0,12,12,216
0,12,12,217
0,12,12,218
0,12,12,219
0,12,12,220
0,12,12,221
0,12,12,222
0,12,12,223
0,12,12,224
0,12,12,225
0,12,12,226
0,12,12,227
0,12,12,228
0,12,12,229
0,12,12,230
0,12,12,231
0,12,12,232
0,12,12,233
